filename,width,height,class,xmin,ymin,xmax,ymax
unmasked (1377).jpg,273,400,without_mask,31,102,237,374
unmasked (1378).jpg,205,246,without_mask,47,53,166,206
unmasked (1380).jpg,226,250,without_mask,40,60,173,194
unmasked (1381).jpg,206,244,without_mask,40,35,120,133
unmasked (1382).jpg,260,194,without_mask,89,41,186,139
unmasked (1383).jpg,374,584,without_mask,96,199,335,511
unmasked (1384).jpg,320,433,without_mask,68,119,282,365
unmasked (1385).jpg,201,289,without_mask,37,73,171,246
unmasked (1386).jpg,165,208,without_mask,39,28,120,125
unmasked (1387).jpg,188,283,without_mask,15,103,151,252
unmasked (1388).jpg,320,433,without_mask,75,76,294,371
unmasked (1389).jpg,320,433,without_mask,58,110,262,365
unmasked (1390).jpg,192,262,without_mask,33,69,154,213
unmasked (1391).jpg,327,433,without_mask,60,97,267,370
unmasked (1392).jpg,225,240,without_mask,52,38,186,169
unmasked (1393).jpg,257,196,without_mask,105,44,223,170
unmasked (1394).jpg,203,248,without_mask,72,48,119,110
unmasked (1395).jpg,318,442,without_mask,58,134,261,386
unmasked (1396).jpg,259,194,without_mask,73,39,170,152
unmasked (1397).jpg,203,233,without_mask,61,48,135,143
unmasked (1398).jpg,338,414,without_mask,58,103,240,322
unmasked (1399).jpg,225,225,without_mask,60,41,157,144
unmasked (1400).jpg,320,428,without_mask,64,113,272,377
unmasked (1401).jpg,296,170,without_mask,92,45,184,149
unmasked (1402).jpg,320,428,without_mask,82,68,287,342
unmasked (1403).jpg,189,267,without_mask,27,43,168,225
unmasked (1404).jpg,320,428,without_mask,60,105,263,370
unmasked (1405).jpg,202,249,without_mask,54,54,150,169
unmasked (1406).jpg,320,428,without_mask,72,99,263,366
unmasked (1407).jpg,379,465,without_mask,73,130,312,413
unmasked (1408).jpg,270,152,without_mask,61,9,217,150
unmasked (1409).jpg,327,433,without_mask,76,90,271,356
unmasked (1410).jpg,320,428,without_mask,78,104,279,369
unmasked (1411).jpg,259,194,without_mask,79,19,170,144
unmasked (1412).jpg,513,590,without_mask,121,82,437,517
unmasked (1413).jpg,480,640,without_mask,177,179,290,346
unmasked (1414).jpg,320,428,without_mask,56,61,278,376
unmasked (1415).jpg,327,433,without_mask,76,84,284,380
unmasked (1416).jpg,740,516,without_mask,156,60,419,323
unmasked (1417).jpg,320,428,without_mask,57,99,259,373
unmasked (1418).jpg,320,428,without_mask,71,118,263,385
unmasked (1419).jpg,225,225,without_mask,62,62,178,202
unmasked (1420).jpg,320,433,without_mask,79,122,268,358
unmasked (1421).jpg,300,168,without_mask,108,49,195,159
unmasked (1422).jpg,327,433,without_mask,60,100,256,348
unmasked (1424).jpg,225,225,without_mask,52,46,190,219
unmasked (1425).jpg,261,193,without_mask,113,38,206,141
unmasked (1426).jpg,222,227,without_mask,33,19,187,214
unmasked (1427).jpg,225,225,without_mask,65,79,145,187
unmasked (1428).jpg,300,418,without_mask,37,102,238,333
unmasked (1429).jpg,341,456,without_mask,53,86,264,360
unmasked (1430).jpg,207,329,without_mask,45,86,176,261
unmasked (1432).jpg,320,428,without_mask,72,95,266,362
unmasked (1433).jpg,327,433,without_mask,76,77,262,340
unmasked (1434).jpg,327,433,without_mask,76,73,261,359
unmasked (1435).jpg,309,322,without_mask,65,90,200,236
unmasked (1436).jpg,320,428,without_mask,63,87,253,361
unmasked (1437).jpg,320,428,without_mask,58,121,264,347
unmasked (1438).jpg,183,275,without_mask,7,4,145,195
unmasked (1439).jpg,320,433,without_mask,63,96,255,358
unmasked (1440).jpg,184,274,without_mask,53,58,132,163
unmasked (1441).jpg,110,222,without_mask,11,83,109,204
unmasked (1442).jpg,797,650,without_mask,319,155,576,541
unmasked (1443).jpg,503,450,without_mask,157,105,321,289
unmasked (1444).jpg,316,313,without_mask,121,50,235,204
unmasked (1445).jpg,353,502,without_mask,67,95,329,424
unmasked (1446).jpg,320,428,without_mask,68,98,273,358
unmasked (1447).jpg,320,433,without_mask,70,112,277,351
unmasked (1448).jpg,249,203,without_mask,60,42,190,189
unmasked (1449).jpg,290,417,without_mask,62,93,237,325
unmasked (1450).jpg,242,359,without_mask,52,55,215,281
unmasked (1451).jpg,320,428,without_mask,81,98,272,354
unmasked (1452).jpg,179,281,without_mask,51,69,134,206
unmasked (1453).jpg,229,220,without_mask,78,25,157,135
unmasked (1454).jpg,320,428,without_mask,54,93,250,359
unmasked (1455).jpg,345,390,without_mask,107,43,254,242
unmasked (1456).jpg,209,247,without_mask,70,51,177,205
unmasked (1457).jpg,320,428,without_mask,57,106,251,382
unmasked (1458).jpg,155,157,without_mask,45,22,104,107
unmasked (1459).jpg,315,395,without_mask,38,51,218,318
unmasked (1460).jpg,313,423,without_mask,42,101,223,355
unmasked (1461).jpg,320,433,without_mask,76,63,296,369
unmasked (1462).jpg,388,489,without_mask,103,92,240,269
unmasked (1463).jpg,320,428,without_mask,66,72,265,374
unmasked (1464).jpg,318,442,without_mask,56,106,246,354
unmasked (1465).jpg,166,251,without_mask,35,58,110,171
unmasked (1466).jpg,308,384,without_mask,22,123,183,341
unmasked (1467).jpg,193,261,without_mask,29,61,158,225
unmasked (1468).jpg,320,428,without_mask,65,97,271,354
unmasked (1469).jpg,327,433,without_mask,79,138,265,364
unmasked (1470).jpg,320,428,without_mask,73,112,270,357
unmasked (1471).jpg,320,428,without_mask,56,108,267,366
unmasked (1472).jpg,292,446,without_mask,8,109,211,367
unmasked (1473).jpg,351,416,without_mask,34,117,265,372
unmasked (1475).jpg,225,224,without_mask,76,32,160,138
unmasked (1476).jpg,320,433,without_mask,66,102,272,371
unmasked (1477).jpg,179,281,without_mask,49,15,133,147
unmasked (1478).jpg,277,405,without_mask,72,76,226,283
unmasked (1479).jpg,408,432,without_mask,57,73,275,332
unmasked (1480).jpg,290,174,without_mask,64,31,144,140
unmasked (1481).jpg,214,316,without_mask,45,42,190,244
unmasked (1482).jpg,205,251,without_mask,73,57,167,177
unmasked (1483).jpg,768,960,without_mask,13,7,479,394
unmasked (1484).jpg,320,428,without_mask,73,88,265,342
unmasked (1485).jpg,205,246,without_mask,48,54,157,205
unmasked (1486).jpg,320,428,without_mask,86,87,266,363
unmasked (1487).jpg,377,502,without_mask,136,98,290,329
unmasked (1488).jpg,398,576,without_mask,128,140,350,411
unmasked (1489).jpg,365,418,without_mask,86,85,277,302
unmasked (1490).jpg,320,428,without_mask,73,112,280,378
unmasked (1491).jpg,327,433,without_mask,80,87,283,337
unmasked (1492).jpg,320,428,without_mask,56,111,258,366
unmasked (1493).jpg,276,182,without_mask,96,51,174,166
unmasked (1494).jpg,320,433,without_mask,55,102,262,360
unmasked (1495).jpg,225,225,without_mask,48,61,191,214
unmasked (1496).jpg,341,382,without_mask,77,82,218,267
unmasked (1497).jpg,320,428,without_mask,65,108,279,358
unmasked (1498).jpg,320,428,without_mask,54,107,264,382
unmasked (1499).jpg,320,428,without_mask,66,135,263,384
unmasked (1500).jpg,313,449,without_mask,21,111,203,342
unmasked (1501).jpg,297,455,without_mask,22,139,249,416
unmasked (1502).jpg,658,382,without_mask,161,49,348,237
unmasked (1503).jpg,320,428,without_mask,67,115,249,342
unmasked (1504).jpg,363,395,without_mask,46,61,319,342
unmasked (1505).jpg,320,428,without_mask,95,133,264,351
unmasked (1506).jpg,280,461,without_mask,45,105,242,350
unmasked (1507).jpg,320,428,without_mask,53,98,265,355
unmasked (1508).jpg,322,363,without_mask,83,60,260,282
unmasked (1509).jpg,189,266,without_mask,61,29,152,159
unmasked (1510).jpg,320,428,without_mask,73,87,278,378
unmasked (1511).jpg,320,428,without_mask,71,86,270,358
unmasked (1512).jpg,320,433,without_mask,66,46,262,339
unmasked (1513).jpg,209,272,without_mask,34,75,182,238
unmasked (1514).jpg,320,428,without_mask,65,117,264,368
unmasked (1515).jpg,480,640,without_mask,67,41,308,350
unmasked (1516).jpg,264,331,without_mask,53,38,193,252
unmasked (1517).jpg,320,428,without_mask,60,101,254,352
unmasked (1518).jpg,327,433,without_mask,70,75,257,342
unmasked (1519).jpg,320,428,without_mask,65,87,253,381
unmasked (1520).jpg,204,247,without_mask,60,11,152,145
unmasked (1521).jpg,225,225,without_mask,52,24,178,204
unmasked (1522).jpg,320,428,without_mask,68,85,274,371
unmasked (1523).jpg,327,433,without_mask,68,92,268,387
unmasked (1524).jpg,323,339,without_mask,67,103,226,307
unmasked (1525).jpg,720,720,without_mask,231,207,641,702
unmasked (1526).jpg,576,960,without_mask,202,181,346,484
unmasked (1527).jpg,437,400,without_mask,66,55,285,347
unmasked (1528).jpg,320,428,without_mask,59,85,275,377
unmasked (1529).jpg,327,433,without_mask,54,93,258,376
unmasked (1530).jpg,303,166,without_mask,42,1,202,150
unmasked (1531).jpg,191,263,without_mask,55,37,134,155
unmasked (1532).jpg,188,268,without_mask,49,45,137,160
unmasked (1533).jpg,150,178,without_mask,24,10,130,159
unmasked (1534).jpg,189,267,without_mask,38,21,152,183
unmasked (1535).jpg,318,442,without_mask,56,70,285,386
unmasked (1536).jpg,353,554,without_mask,85,66,315,447
unmasked (1537).jpg,320,428,without_mask,58,56,254,347
unmasked (1538).jpg,362,577,without_mask,35,84,286,459
unmasked (1539).jpg,279,288,without_mask,53,65,204,250
unmasked (1540).jpg,320,428,without_mask,64,79,262,351
unmasked (1541).jpg,183,275,without_mask,30,21,152,206
unmasked (1542).jpg,320,428,without_mask,66,85,262,353
unmasked (1543).jpg,356,549,without_mask,42,156,319,525
unmasked (1544).jpg,225,225,without_mask,49,24,155,162
unmasked (1545).jpg,213,237,without_mask,12,6,205,233
unmasked (1546).jpg,198,276,without_mask,50,49,141,181
unmasked (1547).jpg,183,275,without_mask,48,12,153,149
unmasked (1549).jpg,441,385,without_mask,152,42,311,216
unmasked (1550).jpg,960,960,without_mask,337,88,647,492
unmasked (1551).jpg,337,466,without_mask,32,58,288,443
unmasked (1552).jpg,320,433,without_mask,72,97,270,337
unmasked (1553).jpg,320,433,without_mask,72,82,280,358
unmasked (1554).jpg,346,423,without_mask,74,125,231,330
unmasked (1555).jpg,320,428,without_mask,78,121,267,379
unmasked (1556).jpg,278,309,without_mask,32,55,165,195
unmasked (1557).jpg,275,183,without_mask,102,43,183,141
unmasked (1558).jpg,320,428,without_mask,54,110,255,377
unmasked (1559).jpg,363,408,without_mask,87,116,249,300
unmasked (1560).jpg,320,428,without_mask,63,105,281,385
unmasked (1561).jpg,320,428,without_mask,68,105,256,368
unmasked (1562).jpg,205,246,without_mask,60,58,146,179
unmasked (1563).jpg,336,427,without_mask,42,89,232,343
unmasked (1564).jpg,291,384,without_mask,55,104,210,305
unmasked (1565).jpg,320,428,without_mask,74,95,278,376
unmasked (1566).jpg,299,168,without_mask,147,4,271,133
unmasked (1567).jpg,245,206,without_mask,71,41,167,173
unmasked (1568).jpg,320,428,without_mask,49,78,268,396
unmasked (1569).jpg,278,181,without_mask,75,17,129,86
unmasked (1570).jpg,275,183,without_mask,114,50,157,103
unmasked (1570).jpg,275,183,without_mask,162,56,194,106
unmasked (1570).jpg,275,183,without_mask,221,65,253,112
unmasked (1570).jpg,275,183,without_mask,75,57,105,97
unmasked (1571).jpg,408,411,without_mask,135,121,283,281
unmasked (1572).jpg,258,195,without_mask,75,58,166,167
unmasked (1573).jpg,320,433,without_mask,68,88,266,366
unmasked (1574).jpg,195,259,without_mask,49,39,148,175
unmasked (1575).jpg,320,428,without_mask,57,61,262,364
unmasked (1576).jpg,320,433,without_mask,58,91,253,355
unmasked (1577).jpg,320,428,without_mask,47,96,274,390
unmasked (1578).jpg,467,518,without_mask,89,122,314,367
unmasked (1579).jpg,320,428,without_mask,51,101,276,386
unmasked (1580).jpg,168,299,without_mask,35,49,153,221
unmasked (1581).jpg,320,428,without_mask,56,94,255,347
unmasked (1582).jpg,320,433,without_mask,66,113,267,355
unmasked (1583).jpg,320,428,without_mask,55,113,257,378
unmasked (1584).jpg,324,493,without_mask,24,140,259,441
unmasked (1585).jpg,320,428,without_mask,53,92,264,377
unmasked (1586).jpg,450,800,without_mask,36,134,294,433
unmasked (1587).jpg,345,362,without_mask,96,92,227,250
unmasked (1588).jpg,318,442,without_mask,63,118,254,361
unmasked (1591).jpg,320,428,without_mask,71,130,273,376
unmasked (1592).jpg,427,378,without_mask,121,81,244,248
unmasked (1593).jpg,639,639,without_mask,203,154,460,483
unmasked (1594).jpg,600,908,without_mask,200,166,404,418
unmasked (1595).jpg,114,141,without_mask,5,38,88,127
unmasked (1596).jpg,354,340,without_mask,42,3,321,317
unmasked (1597).jpg,320,428,without_mask,49,128,242,383
unmasked (1598).jpg,353,344,without_mask,95,80,234,247
unmasked (1599).jpg,320,433,without_mask,58,85,270,374
unmasked (1600).jpg,320,433,without_mask,64,111,264,371
unmasked (1601).jpg,320,428,without_mask,79,109,267,345
unmasked (1602).jpg,320,433,without_mask,71,71,257,333
unmasked (1603).jpg,199,253,without_mask,61,31,142,172
unmasked (1604).jpg,275,183,without_mask,80,50,144,132
unmasked (1605).jpg,209,267,without_mask,32,43,132,177
unmasked (1606).jpg,156,221,without_mask,30,32,129,179
unmasked (1607).jpg,640,480,without_mask,35,29,348,363
unmasked (1609).jpg,511,496,without_mask,62,66,278,332
unmasked (1610).jpg,276,183,without_mask,91,34,171,135
unmasked (1611).jpg,199,254,without_mask,67,18,193,184
unmasked (1612).jpg,491,507,without_mask,83,23,394,434
unmasked (1613).jpg,301,499,without_mask,23,107,285,440
unmasked (1614).jpg,320,433,without_mask,73,112,278,383
unmasked (1615).jpg,320,428,without_mask,78,99,286,355
unmasked (1616).jpg,960,768,without_mask,237,68,624,669
unmasked (1617).jpg,183,275,without_mask,51,33,132,158
unmasked (1618).jpg,200,218,without_mask,23,53,140,183
unmasked (1619).jpg,194,259,without_mask,60,73,144,179
unmasked (1620).jpg,250,283,without_mask,42,63,163,205
unmasked (1621).jpg,317,420,without_mask,53,84,242,309
unmasked (1622).jpg,398,425,without_mask,60,96,230,277
unmasked (1623).jpg,299,168,without_mask,162,25,228,104
unmasked (1624).jpg,299,169,without_mask,106,44,209,158
unmasked (1625).jpg,261,248,without_mask,62,56,154,151
unmasked (1626).jpg,232,217,without_mask,50,27,189,198
unmasked (1627).jpg,320,428,without_mask,72,95,271,357
unmasked (1628).jpg,405,517,without_mask,85,157,323,484
unmasked (1629).jpg,250,310,without_mask,82,73,194,212
unmasked (1630).jpg,167,241,without_mask,52,39,115,129
unmasked (1631).jpg,320,428,without_mask,70,101,280,367
unmasked (1632).jpg,275,183,without_mask,53,0,216,172
unmasked (1633).jpg,236,297,without_mask,42,44,188,224
unmasked (1634).jpg,320,433,without_mask,69,121,264,365
unmasked (1635).jpg,320,433,without_mask,73,98,265,355
unmasked (1636).jpg,320,428,without_mask,77,122,273,385
unmasked (1637).jpg,320,428,without_mask,63,93,273,375
unmasked (1638).jpg,320,428,without_mask,79,119,275,374
unmasked (1639).jpg,538,521,without_mask,69,63,404,450
unmasked (1640).jpg,480,640,without_mask,125,54,387,420
unmasked (1642).jpg,320,428,without_mask,69,131,272,381
unmasked (1644).jpg,320,433,without_mask,66,120,268,359
unmasked (1645).jpg,320,428,without_mask,63,108,256,360
unmasked (1646).jpg,183,275,without_mask,31,61,159,234
unmasked (1647).jpg,320,428,without_mask,76,120,278,371
unmasked (1648).jpg,298,452,without_mask,60,98,235,331
unmasked (1649).jpg,540,960,without_mask,173,205,456,576
unmasked (1650).jpg,320,428,without_mask,58,117,275,379
unmasked (1651).jpg,327,433,without_mask,58,94,260,366
unmasked (1652).jpg,187,203,without_mask,61,27,138,122
unmasked (1653).jpg,320,428,without_mask,71,90,275,360
unmasked (1654).jpg,338,443,without_mask,32,103,273,387
unmasked (1655).jpg,313,443,without_mask,44,105,259,386
unmasked (1656).jpg,408,411,without_mask,131,107,295,289
unmasked (1659).jpg,289,277,without_mask,45,35,203,216
unmasked (1662).jpg,184,274,without_mask,59,54,145,178
unmasked (1663).jpg,320,428,without_mask,52,117,250,376
unmasked (1669).jpg,320,428,without_mask,29,112,252,396
unmasked (1670).jpg,165,208,without_mask,46,24,125,126
unmasked (1671).jpg,165,208,without_mask,46,25,123,129
unmasked (1672).jpg,165,208,without_mask,39,30,119,130
unmasked (1673).jpg,165,208,without_mask,37,26,122,130
unmasked (1674).jpg,209,247,without_mask,29,71,146,206
unmasked (1677).jpg,768,960,without_mask,310,163,582,576
unmasked (1680).jpg,576,960,without_mask,213,215,385,455
unmasked (1682).jpg,320,428,without_mask,78,87,286,372
unmasked (1683).jpg,189,258,without_mask,41,26,175,240
unmasked (1688).jpg,320,428,without_mask,40,85,261,401
unmasked (1690).jpg,209,267,without_mask,79,54,173,185
unmasked (1697).jpg,320,428,without_mask,61,73,262,373
unmasked (1699).jpg,232,217,without_mask,43,33,185,200
unmasked (1708).jpg,658,382,without_mask,134,42,367,257
unmasked (1709).jpg,166,251,without_mask,26,49,123,178
unmasked (1714).jpg,320,428,without_mask,58,101,268,375
unmasked (1716).jpg,263,347,without_mask,24,69,190,288
unmasked (1725).jpg,179,281,without_mask,49,10,135,150
unmasked (1730).jpg,275,183,without_mask,90,36,171,130
unmasked (1732).jpg,154,225,without_mask,21,44,139,183
unmasked (1733).jpg,320,428,without_mask,57,109,265,370
unmasked (1739).jpg,259,194,without_mask,77,23,171,148
unmasked (1741).jpg,327,433,without_mask,68,86,275,348
unmasked (1746).jpg,320,428,without_mask,67,103,284,360
unmasked (1748).jpg,320,428,without_mask,44,114,235,362
unmasked (1752).jpg,320,428,without_mask,75,135,259,373
unmasked (1758).jpg,320,428,without_mask,57,109,264,371
unmasked (1761).jpg,320,428,without_mask,52,115,252,369
unmasked (1762).jpg,320,428,without_mask,52,118,252,360
unmasked (1763).jpg,320,428,without_mask,52,123,250,369
unmasked (1764).jpg,320,433,without_mask,71,85,272,372
unmasked (1769).jpg,540,720,without_mask,194,126,386,401
unmasked (1777).jpg,320,428,without_mask,85,91,280,385
unmasked (1778).jpg,290,417,without_mask,44,97,249,327
unmasked (1785).jpg,203,248,without_mask,82,51,128,108
unmasked (1788).jpg,320,428,without_mask,56,115,260,381
unmasked (1792).jpg,320,433,without_mask,56,92,252,353
unmasked (1793).jpg,320,433,without_mask,51,119,252,369
unmasked (1794).jpg,320,433,without_mask,53,119,254,376
unmasked (1795).jpg,320,433,without_mask,50,112,255,369
unmasked (1796).jpg,320,428,without_mask,42,110,249,362
unmasked (1800).jpg,309,322,without_mask,108,76,240,241
unmasked (1803).jpg,320,428,without_mask,56,112,250,356
unmasked (1807).jpg,320,428,without_mask,42,71,242,360
unmasked (1813).jpg,768,960,without_mask,0,3,494,459
unmasked (1815).jpg,190,265,without_mask,26,15,174,198
unmasked (1819).jpg,320,428,without_mask,59,87,253,356
unmasked (1822).jpg,320,433,without_mask,36,87,254,367
unmasked (1824).jpg,320,428,without_mask,76,92,268,385
unmasked (1827).jpg,193,261,without_mask,29,47,162,236
unmasked (1834).jpg,480,480,without_mask,149,62,356,311
unmasked (1835).jpg,249,203,without_mask,60,12,195,190
unmasked (1839).jpg,277,405,without_mask,79,81,227,287
unmasked (1840).jpg,271,338,without_mask,101,76,226,236
unmasked (1843).jpg,320,428,without_mask,55,112,250,357
unmasked (1852).jpg,320,428,without_mask,61,103,267,375
unmasked (1853).jpg,320,428,without_mask,59,101,268,371
unmasked (1854).jpg,320,428,without_mask,39,128,257,373
unmasked (1856).jpg,320,433,without_mask,58,157,258,383
unmasked (1858).jpg,320,428,without_mask,61,116,264,391
unmasked (1859).jpg,195,259,without_mask,17,64,174,243
unmasked (1864).jpg,320,428,without_mask,59,110,268,367
unmasked (1865).jpg,320,428,without_mask,62,93,280,373
unmasked (1866).jpg,320,428,without_mask,39,96,255,373
unmasked (1867).jpg,320,428,without_mask,38,105,255,373
unmasked (1869).jpg,226,280,without_mask,83,61,177,187
unmasked (1872).jpg,236,297,without_mask,42,61,190,224
unmasked (1875).jpg,441,494,without_mask,162,160,320,362
unmasked (1876).jpg,189,258,without_mask,41,55,176,242
unmasked (1879).jpg,258,195,without_mask,68,57,165,167
unmasked (1882).jpg,320,428,without_mask,45,90,241,362
unmasked (1885).jpg,320,428,without_mask,60,89,270,371
unmasked (1886).jpg,320,428,without_mask,60,111,264,371
unmasked (1888).jpg,320,428,without_mask,47,101,248,382
unmasked (1891).jpg,154,225,without_mask,19,41,136,174
unmasked (1894).jpg,320,428,without_mask,63,98,265,385
unmasked (1897).jpg,165,208,without_mask,49,17,120,127
unmasked (1899).jpg,428,484,without_mask,129,102,344,375
unmasked (1900).jpg,197,256,without_mask,27,29,164,236
unmasked (1903).jpg,412,501,without_mask,58,101,315,458
unmasked (1904).jpg,320,428,without_mask,58,103,256,382
unmasked (1907).jpg,224,240,without_mask,58,37,153,158
unmasked (1912).jpg,864,864,without_mask,108,127,425,643
